iter	MAE_SumError	MAE_SumWeight
109	25240.46085	1552
110	25238.92047	1552
111	25238.15029	1552
112	25237.76519	1552
113	25237.57265	1552
114	25237.47637	1552
115	25237.42824	1552
116	25237.40417	1552
117	25237.39213	1552
118	25237.38612	1552
119	25237.38311	1552
120	25237.3816	1552
121	25237.38085	1552
122	25237.38048	1552
123	25140.15152	1552
124	25138.21394	1552
125	25137.3164	1552
126	25136.92172	1552
127	25136.73925	1552
128	25136.65763	1552
129	25136.61691	1552
130	25136.59655	1552
131	25136.58637	1552
132	25136.58128	1552
133	25136.57874	1552
134	25136.57747	1552
135	25136.57683	1552
136	25001.79222	1552
137	24928.64163	1552
138	24907.92415	1552
139	24907.41469	1552
140	24881.08836	1552
141	24866.05812	1552
142	24858.80292	1552
143	24855.20434	1552
144	24853.44433	1552
145	24852.56432	1552
146	24852.12432	1552
147	24851.90432	1552
148	24851.79432	1552
149	24851.73932	1552
150	24851.71182	1552
151	24851.69807	1552
152	24851.69119	1552
153	24851.68775	1552
154	24851.68603	1552
155	24851.68517	1552
156	24851.68475	1552
157	24851.68453	1552
158	24851.68442	1552
159	24851.68437	1552
160	24851.68434	1552
161	24725.72337	1552
162	24717.41474	1552
163	24589.01407	1552
164	24584.11403	1552
165	24587.82834	1552
166	24589.8813	1552
167	24590.90906	1552
168	24591.4438	1552
169	24591.71117	1552
170	24591.84486	1552
171	24591.9117	1552
172	24591.94512	1552
173	24443.50128	1552
174	24398.99187	1552
175	24350.41232	1552
176	24075.59317	1552
177	24076.78174	1552
178	24065.96698	1552
179	24063.03353	1552
180	24061.82495	1552
181	24061.22066	1552
182	24060.91851	1552
183	24060.76744	1552
184	24060.6919	1552
185	24060.65414	1552
186	24060.63525	1552
187	24060.62581	1552
188	24060.62109	1552
189	24060.61873	1552
190	24060.61755	1552
191	24060.61696	1552
192	24060.61666	1552
193	24060.61652	1552
194	24060.61644	1552
195	24060.61641	1552
196	24060.61639	1552
197	24060.61638	1552
198	24060.61639	1552
199	24015.32658	1552
200	23973.29322	1552
201	23968.75558	1552
202	23966.59397	1552
203	23965.51953	1552
204	23964.98231	1552
205	23964.7137	1552
206	23964.57939	1552
207	23964.51224	1552
208	23964.47866	1552
209	23964.46188	1552
210	23964.45348	1552
211	23964.44929	1552
212	23943.72563	1552
213	23760.02973	1552
214	23723.03051	1552
215	23705.44287	1552
216	23701.8562	1552
217	23700.0653	1552
218	23699.16985	1552
219	23698.72212	1552
220	23698.49826	1552
221	23698.38633	1552
222	23698.33036	1552
223	23698.30238	1552
224	23698.28839	1552
225	23698.28139	1552
226	23698.2779	1552
227	23698.27615	1552
228	23698.27527	1552
229	23698.27484	1552
230	23698.27462	1552
231	23698.27451	1552
232	23698.27445	1552
233	23698.27443	1552
234	23650.49791	1552
235	23639.8488	1552
236	23627.73858	1552
237	23621.83562	1552
238	23618.91681	1552
239	23617.46431	1552
240	23476.95197	1552
241	23427.27793	1552
242	23425.43781	1552
243	23424.53114	1552
244	23424.0778	1552
245	23423.85113	1552
246	23423.7378	1552
247	23423.68113	1552
248	23423.6528	1552
249	23423.63863	1552
250	23423.63155	1552
251	23423.62801	1552
252	23423.62623	1552
253	23423.62535	1552
254	23423.62491	1552
255	23423.62469	1552
256	23423.62457	1552
257	23423.62452	1552
258	23423.62449	1552
259	23376.36136	1552
260	23376.38414	1552
261	23376.4755	1552
262	23376.66886	1552
263	23376.76554	1552
264	23376.81388	1552
265	23376.83806	1552
266	23376.85014	1552
267	23376.85618	1552
268	23376.8592	1552
269	23376.86072	1552
270	23376.86147	1552
271	23376.86185	1552
272	23376.86204	1552
273	23376.86213	1552
274	23376.86218	1552
275	23353.42325	1552
276	23285.02117	1552
277	23282.72118	1552
278	23281.63538	1552
279	23281.09379	1552
280	23278.05006	1552
281	23280.26925	1552
282	23281.51081	1552
283	23282.1589	1552
284	23282.48294	1552
285	23282.64774	1552
286	23282.73328	1552
287	23282.77605	1552
288	23282.79744	1552
289	23282.80813	1552
290	23282.81348	1552
291	23282.81615	1552
292	23282.81749	1552
293	23282.81816	1552
294	23282.81849	1552
295	23282.81866	1552
296	23172.70508	1552
297	23143.3638	1552
298	23138.99491	1552
299	23133.3935	1552
300	23137.09081	1552
301	23139.06708	1552
302	23140.08006	1552
303	23140.60239	1552
304	23140.84778	1552
305	23140.98299	1552
306	23141.05059	1552
307	23141.08439	1552
308	23141.10129	1552
309	23141.10974	1552
310	23141.11396	1552
311	23083.28105	1552
312	23075.18181	1552
313	23071.34287	1552
314	23069.43195	1552
315	23068.48057	1552
316	23068.01408	1552
317	22924.70489	1552
318	22928.31958	1552
319	22930.37492	1552
320	22931.42765	1552
321	22931.95402	1552
322	22932.2172	1552
323	22932.3488	1552
324	22932.41459	1552
325	22932.44749	1552
326	22932.46394	1552
327	22932.47216	1552
328	22932.47628	1552
329	22932.47833	1552
330	22932.47936	1552
331	22932.47987	1552
332	22932.48013	1552
333	22932.48026	1552
334	22932.48033	1552
335	22932.48037	1552
336	22927.94408	1552
337	22928.61358	1552
338	22929.02316	1552
339	22929.22794	1552
340	22929.33034	1552
341	22929.38154	1552
342	22929.40713	1552
343	22929.41993	1552
344	22929.42633	1552
345	22929.42953	1552
346	22929.43113	1552
347	22929.43193	1552
348	22929.43233	1552
349	22929.43253	1552
350	22929.43263	1552
351	22929.43268	1552
352	22929.43271	1552
353	22929.43272	1552
354	22929.43273	1552
355	22929.43274	1552
356	22823.3699	1552
357	22795.12021	1552
358	22775.75244	1552
359	22751.13003	1552
360	22756.43967	1552
361	22759.35176	1552
362	22760.8707	1552
363	22761.63018	1552
364	22762.00991	1552
365	22762.2051	1552
366	22762.30323	1552
367	22762.3523	1552
368	22762.37684	1552
369	22762.3891	1552
370	22762.39524	1552
371	22762.3983	1552
372	22762.39984	1552
373	22762.4006	1552
374	22762.40099	1552
375	22762.40119	1552
376	22762.40129	1552
377	22762.40134	1552
378	22713.43441	1552
379	22698.10932	1552
380	22690.2039	1552
381	22688.97083	1552
382	22566.27236	1552
383	22536.69976	1552
384	22502.8018	1552
385	22493.15642	1552
386	22452.50989	1552
387	22451.38879	1552
388	22450.82825	1552
389	22450.54797	1552
390	22417.36894	1552
391	22375.27869	1552
392	22363.55425	1552
393	22356.96437	1552
394	22353.78528	1552
395	22352.19574	1552
396	22351.40096	1552
397	22250.6336	1552
398	22231.68515	1552
399	22222.07882	1552
400	22223.66188	1552
401	22224.56846	1552
402	22225.045	1552
403	22225.28527	1552
404	22225.39561	1552
405	22225.45079	1552
406	22225.47837	1552
407	22225.49217	1552
408	22225.5154	1552
409	22225.51006	1552
410	22225.50739	1552
411	22225.50606	1552
412	22225.50539	1552
413	22225.50507	1552
414	22163.05964	1552
415	22107.2244	1552
416	22100.27791	1552
417	22096.87833	1552
418	22095.22132	1552
419	22094.39597	1552
420	22093.98329	1552
421	22093.77695	1552
422	22093.67378	1552
423	22093.6222	1552
424	22087.44862	1552
425	22085.01544	1552
426	22084.03254	1552
427	22083.56591	1552
428	22083.33259	1552
429	22083.21593	1552
430	22083.1576	1552
431	22083.12844	1552
432	22083.11385	1552
433	22083.10656	1552
434	22083.10292	1552
435	22083.1011	1552
436	22083.10018	1552
437	22048.71693	1552
438	22017.37065	1552
439	21986.53531	1552
440	21984.66093	1552
441	21983.72374	1552
442	21984.22659	1552
443	21984.45207	1552
444	21984.93758	1552
445	21984.72474	1552
446	21984.61832	1552
447	21985.13954	1552
448	21984.79837	1552
449	21984.62778	1552
450	21984.54249	1552
451	21984.49984	1552
452	21985.07991	1552
453	21984.75384	1552
454	21985.19948	1552
455	21984.80255	1552
456	21984.60409	1552
457	21984.50485	1552
458	21984.45524	1552
459	21984.43043	1552
460	21984.41804	1552
461	21984.41184	1552
462	21953.50362	1552
463	21869.64642	1552
464	21838.47359	1552
465	21797.93783	1552
466	21798.21098	1552
467	21800.01909	1552
468	21798.68612	1552
469	21798.04577	1552
470	21796.90367	1552
471	21798.97449	1552
472	21800.12534	1552
473	21800.76953	1552
474	21801.10299	1552
475	21801.27594	1552
476	21801.36241	1552
477	21801.40565	1552
478	21801.42727	1552
479	21801.43808	1552
480	21801.44348	1552
481	21801.44618	1552
482	21801.44753	1552
483	21801.44821	1552
484	21801.44855	1552
485	21801.44872	1552
486	21801.44881	1552
487	21801.44886	1552
488	21801.44888	1552
489	21801.4489	1552
490	21820.20444	1552
491	21793.25873	1552
492	21792.70078	1552
493	21698.36306	1552
494	21681.80914	1552
495	21630.08216	1552
496	21620.65058	1552
497	21616.98529	1552
498	21618.31565	1552
499	21605.63035	1552
500	21609.5601	1552
501	21611.60611	1552
502	21612.68826	1552
503	21613.22933	1552
504	21613.49987	1552
505	21613.63514	1552
506	21613.70277	1552
507	21613.73659	1552
508	21613.75349	1552
509	21613.76195	1552
510	21613.76618	1552
511	21613.76829	1552
512	21613.76935	1552
513	21613.76988	1552
514	21613.77015	1552
515	21570.02495	1552
516	21528.71143	1552
517	21528.66002	1552
518	21528.63431	1552
519	21528.62146	1552
520	21528.61503	1552
521	21528.61182	1552
522	21528.61021	1552
523	21528.60941	1552
524	21528.60901	1552
525	21528.60881	1552
526	21528.60871	1552
527	21528.60866	1552
528	21528.60863	1552
529	21528.60869	1552
530	21528.60872	1552
531	21528.60866	1552
532	21528.60863	1552
533	21528.60862	1552
534	21454.0506	1552
535	21440.31308	1552
536	21433.81527	1552
537	21431.71452	1552
538	21430.66414	1552
539	21430.16967	1552
540	21429.93189	1552
541	21429.813	1552
542	21429.75356	1552
543	21429.83309	1552
544	21429.75498	1552
545	21429.71592	1552
546	21429.81738	1552
547	21429.86811	1552
548	21429.76789	1552
549	21429.71778	1552
550	21429.69273	1552
551	21429.6802	1552
552	21429.67394	1552
553	21429.6708	1552
554	21429.66924	1552
555	21429.66847	1552
556	21354.71803	1552
557	21313.82574	1552
558	21311.55828	1552
559	21306.94603	1552
560	21307.73258	1552
561	21290.38324	1552
562	21252.47548	1552
563	21239.91128	1552
564	21239.85881	1552
565	21239.83257	1552
566	21237.60562	1552
567	21235.87609	1552
568	21238.02015	1552
569	21239.13082	1552
570	21239.68616	1552
571	21239.96382	1552
572	21240.10266	1552
573	21240.17417	1552
574	21240.21312	1552
575	21240.2326	1552
576	21240.24234	1552
577	21240.24706	1552
578	21240.24946	1552
579	21240.25066	1552
580	21240.25127	1552
581	21240.25158	1552
582	21240.25173	1552
583	21240.2518	1552
584	21240.25191	1552
585	21240.25189	1552
586	21170.1066	1552
587	21125.11869	1552
588	21123.81227	1552
589	21123.16141	1552
590	21127.49135	1552
591	21128.00551	1552
592	21128.26737	1552
593	21128.40879	1552
594	21128.48319	1552
595	21128.52106	1552
596	21128.54189	1552
597	21128.55231	1552
598	21128.55752	1552
599	21128.56012	1552
600	21128.56142	1552
601	21128.56207	1552
602	21128.5624	1552
603	21128.56256	1552
604	21128.56264	1552
605	21128.56268	1552
606	21128.5627	1552
607	21128.56272	1552
608	21065.24381	1552
609	21025.37581	1552
610	21018.35076	1552
611	20983.57134	1552
612	20947.49703	1552
613	20942.54199	1552
614	20833.14222	1552
615	20836.10244	1552
616	20837.82461	1552
617	20838.72744	1552
618	20839.18883	1552
619	20839.42164	1552
620	20839.53804	1552
621	20839.59625	1552
622	20839.62535	1552
623	20839.6399	1552
624	20839.64717	1552
625	20839.65081	1552
626	20839.65263	1552
627	20839.65354	1552
628	20839.65399	1552
629	20841.376	1552
630	20839.96757	1552
631	20838.87715	1552
632	20838.57272	1552
633	20838.42401	1552
634	20838.34966	1552
635	20838.31248	1552
636	20838.29389	1552
637	20838.2846	1552
638	20838.27995	1552
639	20838.27763	1552
640	20838.27647	1552
641	20838.27589	1552
642	20838.2756	1552
643	20838.27545	1552
644	20838.27538	1552
645	20838.33419	1552
646	20838.30342	1552
647	20838.28803	1552
648	20838.28035	1552
649	20789.14889	1552
650	20765.99224	1552
651	20765.37851	1552
652	20765.07228	1552
653	20764.92029	1552
654	20764.8443	1552
655	20764.81434	1552
656	20764.79534	1552
657	20764.78584	1552
658	20764.78109	1552
659	20764.77872	1552
660	20764.77753	1552
661	20764.77694	1552
662	20764.77664	1552
663	20764.77649	1552
664	20764.77642	1552
665	20764.77638	1552
666	20764.77636	1552
667	20764.77635	1552
668	20764.77635	1552
669	20729.98486	1552
670	20714.19791	1552
671	20705.10918	1552
672	20705.92013	1552
673	20706.33206	1552
674	20707.01909	1552
675	20707.36708	1552
676	20707.54417	1552
677	20707.63613	1552
678	20707.13633	1552
679	20704.5418	1552
680	20705.87639	1552
681	20706.58358	1552
682	20702.04682	1552
683	20703.49737	1552
684	20704.31357	1552
685	20704.72283	1552
686	20704.93565	1552
687	20705.04982	1552
688	20705.10691	1552
689	20705.54411	1552
690	20705.34087	1552
691	20705.23925	1552
692	20705.18844	1552
693	20705.16304	1552
694	20705.566	1552
695	20705.34213	1552
696	20705.65232	1552
697	20705.8114	1552
698	20705.45043	1552
699	20705.27331	1552
700	20705.18476	1552
701	20705.14048	1552
702	20662.25065	1552
703	20632.97556	1552
704	20628.74355	1552
705	20607.89703	1552
706	20608.62376	1552
707	20608.99329	1552
708	20609.21782	1552
709	20609.7591	1552
710	20610.02973	1552
711	20609.66989	1552
712	20609.48997	1552
713	20609.40001	1552
714	20609.35503	1552
715	20609.33254	1552
716	20609.32129	1552
717	20609.31567	1552
718	20609.31286	1552
719	20609.31145	1552
720	20609.31075	1552
721	20609.3104	1552
722	20609.31023	1552
723	20565.00587	1552
724	20540.03955	1552
725	20538.52186	1552
726	20536.81163	1552
727	20535.9975	1552
728	20535.61467	1552
729	20535.31072	1552
730	20535.16016	1552
731	20535.08487	1552
732	20535.04723	1552
733	20535.02841	1552
734	20535.019	1552
735	20535.01429	1552
736	20535.01194	1552
737	20535.01076	1552
738	20535.01018	1552
739	20535.00988	1552
740	20535.00974	1552
741	20535.00966	1552
742	20535.00963	1552
743	20535.00961	1552
744	20511.43279	1552
745	20505.18859	1552
746	20439.61689	1552
747	20440.02719	1552
748	20440.26094	1552
749	20440.39646	1552
750	20440.46423	1552
751	20440.49811	1552
752	20440.51505	1552
753	20440.52352	1552
754	20440.52775	1552
755	20440.52987	1552
756	20440.53093	1552
757	20440.53146	1552
758	20440.53172	1552
759	20440.53186	1552
760	20440.53192	1552
761	20440.53196	1552
762	20440.53197	1552
763	20435.68844	1552
764	20439.89136	1552
765	20442.31073	1552
766	20443.55239	1552
767	20444.17865	1552
768	20444.49178	1552
769	20444.64834	1552
770	20444.72662	1552
771	20444.76577	1552
772	20444.78535	1552
773	20444.79514	1552
774	20444.80003	1552
775	20444.80248	1552
776	20444.8037	1552
777	20417.52614	1552
778	20394.18159	1552
779	20371.37298	1552
780	20364.65226	1552
781	20361.62294	1552
782	20357.22426	1552
783	20350.08243	1552
784	20347.34169	1552
785	20341.99551	1552
786	20343.94574	1552
787	20345.08568	1552
788	20345.93487	1552
789	20346.02595	1552
790	20346.07149	1552
791	20346.09426	1552
792	20346.10564	1552
793	20346.11133	1552
794	20346.51993	1552
795	20346.30953	1552
796	20346.20433	1552
797	20346.15173	1552
798	20346.12543	1552
799	20346.11228	1552
800	20346.10571	1552
801	20346.10242	1552
802	20346.10077	1552
803	20346.09996	1552
804	20336.63045	1552
805	20334.2645	1552
806	20333.09629	1552
807	20312.06234	1552
808	20308.40945	1552
809	20271.18033	1552
810	20273.28977	1552
811	20274.16186	1552
812	20274.60604	1552
813	20275.07849	1552
814	20275.0632	1552
815	20275.05556	1552
816	20275.05173	1552
817	20275.04982	1552
818	20275.04887	1552
819	20275.04839	1552
820	20275.04815	1552
821	20275.04803	1552
822	20275.04797	1552
823	20275.04794	1552
824	20275.29629	1552
825	20275.1675	1552
826	20238.94969	1552
827	20225.70455	1552
828	20213.33254	1552
829	20218.29523	1552
830	20220.90769	1552
831	20222.26919	1552
832	20222.80347	1552
833	20223.07061	1552
834	20223.20418	1552
835	20223.27096	1552
836	20223.30436	1552
837	20223.32105	1552
838	20223.50732	1552
839	20223.41866	1552
840	20223.37433	1552
841	20223.35217	1552
842	20223.34109	1552
843	20223.51411	1552
844	20223.41851	1552
845	20223.55094	1552
846	20099.88605	1552
847	20096.28706	1552
848	20094.51962	1552
849	20096.50669	1552
850	20094.61761	1552
851	20093.67306	1552
852	20090.80956	1552
853	20091.61629	1552
854	20094.86546	1552
855	20091.12506	1552
856	20089.28405	1552
857	20093.35223	1552
858	20093.57992	1552
859	20092.66561	1552
860	20088.06825	1552
861	20045.25804	1552
862	20033.17575	1552
863	20020.76556	1552
864	20023.9158	1552
865	20025.53375	1552
866	20026.34272	1552
867	20026.74721	1552
868	20026.94945	1552
869	20027.05057	1552
870	20027.46448	1552
871	20027.29754	1552
872	20027.21407	1552
873	20027.17233	1552
874	20027.15147	1552
875	20027.14103	1552
876	20027.13582	1552
877	20027.13321	1552
878	20027.1319	1552
879	20027.13125	1552
880	20027.13093	1552
881	20027.13078	1552
882	19980.50571	1552
883	19956.9655	1552
884	19951.98096	1552
885	19953.95364	1552
886	19954.99617	1552
887	19955.51743	1552
888	19955.77807	1552
889	19955.90838	1552
890	19956.18426	1552
891	19956.09504	1552
892	19956.28166	1552
893	19956.13755	1552
894	19956.0655	1552
895	19956.02947	1552
896	19956.01146	1552
897	19956.00245	1552
898	19955.99795	1552
899	19955.99569	1552
900	19955.99457	1552
901	19956.22931	1552
902	19956.10724	1552
903	19923.13965	1552
904	19892.29671	1552
905	19889.22419	1552
906	19890.06082	1552
907	19895.904	1552
908	19897.22505	1552
909	19894.57104	1552
910	19896.58759	1552
911	19899.29872	1552
912	19900.68961	1552
913	19901.38506	1552
914	19898.66849	1552
915	19900.30586	1552
916	19901.12455	1552
917	19894.8377	1552
918	19896.34386	1552
919	19898.82347	1552
920	19893.52804	1552
921	19895.46622	1552
922	19887.36051	1552
923	19889.91669	1552
924	19891.39656	1552
925	19892.1365	1552
926	19892.50647	1552
927	19892.69145	1552
928	19892.78394	1552
929	19892.83019	1552
930	19892.85331	1552
931	19892.86487	1552
932	19892.87066	1552
933	19892.87355	1552
934	19892.87499	1552
935	19892.87571	1552
936	19892.87607	1552
937	19892.87626	1552
938	19892.87636	1552
939	19885.99019	1552
940	19875.15423	1552
941	19858.28955	1552
942	19862.49293	1552
943	19864.68841	1552
944	19861.57591	1552
945	19864.09516	1552
946	19865.20297	1552
947	19863.83959	1552
948	19863.17066	1552
949	19860.66037	1552
950	19863.48685	1552
951	19862.83219	1552
952	19860.32708	1552
953	19863.06528	1552
954	19862.54505	1552
955	19861.1246	1552
956	19863.60251	1552
957	19860.4493	1552
958	19859.77588	1552
959	19859.43916	1552
960	19853.46493	1552
961	19842.60493	1552
962	19844.35004	1552
963	19845.27238	1552
964	19845.73354	1552
965	19845.96413	1552
966	19846.07942	1552
967	19846.13707	1552
968	19846.16589	1552
969	19846.1803	1552
970	19846.18751	1552
971	19846.19111	1552
972	19846.19291	1552
973	19846.19381	1552
974	19846.19426	1552
975	19847.33537	1552
976	19846.74536	1552
977	19814.74362	1552
978	19787.79906	1552
979	19778.04228	1552
980	19770.06622	1552
981	19759.17417	1552
982	19765.4162	1552
983	19768.68645	1552
984	19770.40598	1552
985	19771.26575	1552
986	19771.69563	1552
987	19771.91057	1552
988	19772.01804	1552
989	19772.07178	1552
990	19772.09864	1552
991	19772.11208	1552
992	19772.11879	1552
993	19772.12215	1552
994	19772.12383	1552
995	19772.12467	1552
996	19772.1251	1552
997	19772.12532	1552
998	19778.39251	1552
999	19751.06932	1552
1000	19740.54379	1552
1001	19741.98714	1552
1002	19744.06571	1552
1003	19745.10635	1552
1004	19740.37232	1552
1005	19742.98371	1552
1006	19739.19452	1552
1007	19742.18735	1552
1008	19743.69931	1552
1009	19744.45529	1552
1010	19734.24661	1552
1011	19735.46115	1552
1012	19736.12949	1552
1013	19736.47982	1552
1014	19736.65498	1552
1015	19736.74256	1552
1016	19736.78635	1552
1017	19736.80824	1552
1018	19736.81919	1552
1019	19736.82466	1552
1020	19736.8274	1552
1021	19736.82877	1552
1022	19736.82945	1552
1023	19736.8298	1552
1024	19737.44183	1552
1025	19737.12612	1552
1026	19736.96827	1552
1027	19737.50367	1552
1028	19687.89347	1552
1029	19678.48524	1552
1030	19678.9938	1552
1031	19679.31599	1552
1032	19674.31819	1552
1033	19676.5053	1552
1034	19677.6225	1552
1035	19673.8962	1552
1036	19671.5722	1552
1037	19674.82971	1552
1038	19676.47858	1552
1039	19677.33532	1552
1040	19677.79269	1552
1041	19673.18087	1552
1042	19675.41599	1552
1043	19671.95676	1552
1044	19647.18921	1552
1045	19605.61085	1552
1046	19607.60714	1552
1047	19608.65027	1552
1048	19609.18348	1552
1049	19609.45008	1552
1050	19609.58339	1552
1051	19609.65004	1552
1052	19609.68336	1552
1053	19609.75795	1552
1054	19609.73571	1552
1055	19609.72459	1552
1056	19609.71903	1552
1057	19609.71625	1552
1058	19609.71486	1552
1059	19568.86864	1552
1060	19557.78175	1552
1061	19553.63124	1552
1062	19551.6108	1552
1063	19550.61514	1552
1064	19554.49261	1552
1065	19556.50158	1552
1066	19557.52118	1552
1067	19558.03395	1552
1068	19532.01041	1552
1069	19526.11483	1552
1070	19524.15883	1552
1071	19523.1858	1552
1072	19525.71558	1552
1073	19526.98873	1552
1074	19527.63153	1552
1075	19527.95676	1552
1076	19528.11937	1552
1077	19528.20067	1552
1078	19528.24133	1552
1079	19528.26165	1552
1080	19528.27181	1552
1081	19528.2769	1552
1082	19528.27944	1552
1083	19528.28071	1552
1084	19528.28134	1552
1085	19528.28167	1552
1086	19528.28183	1552
1087	19528.28192	1552
1088	19529.54661	1552
1089	19520.92461	1552
1090	19524.13777	1552
1091	19494.97679	1552
1092	19487.43667	1552
1093	19445.62497	1552
1094	19442.46796	1552
1095	19442.64682	1552
1096	19442.73625	1552
1097	19442.78096	1552
1098	19441.47579	1552
1099	19442.16916	1552
1100	19436.17535	1552
1101	19437.94049	1552
1102	19418.99763	1552
1103	19414.45801	1552
1104	19412.1882	1552
1105	19377.30301	1552
1106	19379.30748	1552
1107	19380.31186	1552
1108	19380.81404	1552
1109	19381.06514	1552
1110	19381.19068	1552
1111	19381.25346	1552
1112	19381.28484	1552
1113	19381.30054	1552
1114	19381.30838	1552
1115	19381.31231	1552
1116	19329.8665	1552
1117	19314.69849	1552
1118	19316.19712	1552
1119	19315.00996	1552
1120	19302.61244	1552
1121	19307.00321	1552
1122	19309.25142	1552
1123	19310.39439	1552
1124	19295.23707	1552
1125	19290.56764	1552
1126	19284.78364	1552
1127	19286.94123	1552
1128	19288.02003	1552
1129	19288.55942	1552
1130	19285.87504	1552
1131	19287.47417	1552
1132	19288.84949	1552
1133	19281.74961	1552
1134	19282.04932	1552
1135	19285.75094	1552
1136	19283.9535	1552
1137	19286.65858	1552
1138	19204.70664	1552
1139	19208.66785	1552
1140	19210.62294	1552
1141	19211.63114	1552
1142	19212.34954	1552
1143	19212.71952	1552
1144	19212.90614	1552
1145	19212.99945	1552
1146	19213.04611	1552
1147	19213.06944	1552
1148	19213.0811	1552
1149	19213.08693	1552
1150	19213.08985	1552
1151	19213.09131	1552
1152	19213.09204	1552
1153	19213.09241	1552
1154	19204.70182	1552
1155	19191.3816	1552
1156	19178.78801	1552
1157	19176.31214	1552
1158	19175.08147	1552
1159	19169.24989	1552
1160	19167.35326	1552
1161	19166.41392	1552
1162	19165.94825	1552
1163	19165.71541	1552
1164	19165.59899	1552
1165	19165.54078	1552
1166	19165.51168	1552
1167	19165.49712	1552
1168	19165.48985	1552
1169	19165.48621	1552
1170	19165.48439	1552
1171	19165.48348	1552
1172	19165.48303	1552
1173	19165.4828	1552
1174	19165.48269	1552
1175	19165.48263	1552
1176	19165.4826	1552
1177	19119.84351	1552
1178	19104.20932	1552
1179	19103.74342	1552
1180	19096.98087	1552
1181	19101.0607	1552
1182	19103.18329	1552
1183	19104.27993	1552
1184	19104.83612	1552
1185	19105.11619	1552
1186	19105.25623	1552
1187	19105.32624	1552
1188	19105.36125	1552
1189	19105.37876	1552
1190	19105.38751	1552
1191	19105.39189	1552
1192	19105.39407	1552
1193	19105.39517	1552
1194	19105.39571	1552
1195	19105.39599	1552
1196	19106.06016	1552
1197	19102.98933	1552
1198	19083.07127	1552
1199	19085.0842	1552
1200	19087.31688	1552
1201	19087.13453	1552
1202	19088.3792	1552
1203	19089.00153	1552
1204	19089.31608	1552
1205	19088.04832	1552
1206	19078.40525	1552
1207	19079.70486	1552
1208	19080.36099	1552
1209	19080.68905	1552
1210	19080.85308	1552
1211	19080.93509	1552
1212	19080.9761	1552
1213	19080.99661	1552
1214	19081.00686	1552
1215	19081.01198	1552
1216	19081.01455	1552
1217	19081.01583	1552
1218	19081.01647	1552
1219	19081.01679	1552
1220	19081.01695	1552
1221	19081.01703	1552
1222	19081.01708	1552
1223	19081.0171	1552
1224	19081.01721	1552
1225	19081.01717	1552
1226	19081.01715	1552
1227	19081.01714	1552
1228	19081.01713	1552
1229	19081.01713	1552
1230	19081.01713	1552
1231	19081.01713	1552
1232	19081.01713	1552
1233	19081.01713	1552
1234	19065.6584	1552
1235	19067.97124	1552
1236	19069.22041	1552
1237	19069.85078	1552
1238	19070.1738	1552
1239	19070.33915	1552
1240	19070.42183	1552
1241	19070.46317	1552
1242	19070.48384	1552
1243	19070.49417	1552
1244	19070.49937	1552
1245	19070.50202	1552
