iter	MAE_SumError	MAE_SumWeight
7725	16325.43441	1552
7726	16325.43804	1552
7727	16325.43986	1552
7728	16325.44077	1552
7729	16325.44122	1552
7730	16325.44145	1552
7731	16325.44156	1552
7732	16325.44162	1552
7733	16325.44165	1552
7734	16325.44166	1552
7735	16325.44167	1552
7736	16325.44167	1552
7737	16325.44168	1552
7738	16325.44168	1552
7739	16325.44168	1552
7740	16325.44168	1552
7741	16325.44168	1552
7742	16325.44168	1552
7743	16325.44168	1552
7744	16325.44168	1552
7745	16325.44168	1552
7746	16325.44168	1552
7747	16325.44168	1552
7748	16325.44168	1552
7749	16325.44168	1552
7750	16325.44168	1552
7751	16325.44168	1552
7752	16325.44168	1552
7753	16325.44168	1552
7754	16325.44168	1552
7755	16325.44168	1552
7756	16325.44168	1552
7757	16325.44168	1552
7758	16325.44168	1552
7759	16325.44168	1552
7760	16325.44168	1552
7761	16325.44168	1552
7762	16325.44168	1552
7763	16325.44168	1552
7764	16325.44168	1552
7765	16325.44168	1552
7766	16325.44168	1552
7767	16325.44168	1552
7768	16325.44168	1552
7769	16325.44168	1552
7770	16325.44168	1552
7771	16325.44168	1552
7772	16325.44168	1552
7773	16325.44168	1552
7774	16325.44168	1552
7775	16325.44168	1552
7776	16325.44168	1552
7777	16325.44168	1552
7778	16325.44168	1552
7779	16325.44168	1552
7780	16325.44168	1552
7781	16325.44168	1552
7782	16325.44168	1552
7783	16325.44168	1552
7784	16325.44168	1552
7785	16325.44168	1552
7786	16325.44168	1552
7787	16325.44168	1552
7788	16325.44168	1552
7789	16325.44168	1552
7790	16325.44168	1552
7791	16325.44168	1552
7792	16325.44168	1552
7793	16325.44168	1552
7794	16325.44168	1552
7795	16325.44168	1552
7796	16325.44168	1552
7797	16325.44168	1552
7798	16325.44168	1552
7799	16325.44168	1552
7800	16325.44168	1552
7801	16325.44168	1552
7802	16325.44168	1552
7803	16325.44168	1552
7804	16325.44168	1552
7805	16325.44168	1552
7806	16325.44168	1552
7807	16325.44168	1552
7808	16325.44168	1552
7809	16325.44168	1552
7810	16325.44168	1552
7811	16325.44168	1552
7812	16325.44168	1552
7813	16325.44168	1552
7814	16325.44168	1552
7815	16325.44168	1552
7816	16325.44168	1552
7817	16325.44168	1552
7818	16325.44168	1552
7819	16325.44168	1552
7820	16325.44168	1552
7821	16325.44168	1552
7822	16325.44168	1552
7823	16325.44168	1552
7824	16325.44168	1552
7825	16325.44168	1552
7826	16325.44168	1552
7827	16325.44168	1552
7828	16325.44168	1552
7829	16325.44168	1552
7830	16325.44168	1552
7831	16325.44168	1552
7832	16325.44168	1552
7833	16325.44168	1552
7834	16325.44168	1552
7835	16325.44168	1552
7836	16325.44168	1552
7837	16325.44168	1552
7838	16325.44168	1552
7839	16325.44168	1552
7840	16325.44168	1552
7841	16325.44168	1552
7842	16325.44168	1552
7843	16325.44168	1552
7844	16325.44168	1552
7845	16325.44168	1552
7846	16325.44168	1552
7847	16325.44168	1552
7848	16325.44168	1552
7849	16325.44168	1552
7850	16325.44168	1552
7851	16325.44168	1552
7852	16325.44168	1552
7853	16325.44168	1552
7854	16325.44168	1552
7855	16325.44168	1552
7856	16325.44168	1552
7857	16325.44168	1552
7858	16325.44168	1552
7859	16325.44168	1552
7860	16325.44168	1552
7861	16325.44168	1552
7862	16325.44168	1552
7863	16325.44168	1552
7864	16325.44168	1552
7865	16325.44168	1552
7866	16325.44168	1552
7867	16325.44168	1552
7868	16325.44168	1552
7869	16325.44168	1552
7870	16325.44168	1552
7871	16325.44168	1552
7872	16325.44168	1552
7873	16325.44168	1552
7874	16325.44168	1552
7875	16325.44168	1552
7876	16325.44168	1552
7877	16325.44168	1552
7878	16325.44168	1552
7879	16325.44168	1552
7880	16325.44168	1552
7881	16325.44168	1552
7882	16325.44168	1552
7883	16325.44168	1552
7884	16325.44168	1552
7885	16325.44168	1552
7886	16325.44168	1552
7887	16325.44168	1552
7888	16325.44168	1552
7889	16325.44168	1552
7890	16325.44168	1552
7891	16325.44168	1552
7892	16325.44168	1552
7893	16325.44168	1552
7894	16325.44168	1552
7895	16325.44168	1552
7896	16325.44168	1552
7897	16325.44168	1552
7898	16325.44168	1552
7899	16325.44168	1552
7900	16325.44168	1552
7901	16325.44168	1552
7902	16325.44168	1552
7903	16325.44168	1552
7904	16325.44168	1552
7905	16325.44168	1552
7906	16325.44168	1552
7907	16325.44168	1552
7908	16325.44168	1552
7909	16325.44168	1552
7910	16325.44168	1552
7911	16325.44168	1552
7912	16325.44168	1552
7913	16325.44168	1552
7914	16325.44168	1552
7915	16325.44168	1552
7916	16325.44168	1552
7917	16325.44168	1552
7918	16325.44168	1552
7919	16325.44168	1552
7920	16325.44168	1552
7921	16325.44168	1552
7922	16325.44168	1552
7923	16325.44168	1552
7924	16325.44168	1552
7925	16325.44168	1552
7926	16325.44168	1552
7927	16325.44168	1552
7928	16325.44168	1552
7929	16325.44168	1552
7930	16325.44168	1552
7931	16325.44168	1552
7932	16325.44168	1552
7933	16325.44168	1552
7934	16325.44168	1552
7935	16325.44168	1552
7936	16325.44168	1552
7937	16325.44168	1552
7938	16325.44168	1552
7939	16325.44168	1552
7940	16325.44168	1552
7941	16325.44168	1552
7942	16325.44168	1552
7943	16325.44168	1552
7944	16325.44168	1552
7945	16325.44168	1552
7946	16325.44168	1552
7947	16325.44168	1552
7948	16325.44168	1552
7949	16325.44168	1552
7950	16325.44168	1552
7951	16325.44168	1552
7952	16325.44168	1552
7953	16325.44168	1552
7954	16325.44168	1552
7955	16325.44168	1552
7956	16325.44168	1552
7957	16325.44168	1552
7958	16325.44168	1552
7959	16325.44168	1552
7960	16325.44168	1552
7961	16325.44168	1552
7962	16325.44168	1552
7963	16325.44168	1552
7964	16325.44168	1552
7965	16325.44168	1552
7966	16325.44168	1552
7967	16325.44168	1552
7968	16325.44168	1552
7969	16325.44168	1552
7970	16325.44168	1552
7971	16325.44168	1552
7972	16325.44168	1552
7973	16325.44168	1552
7974	16325.44168	1552
7975	16325.44168	1552
7976	16325.44168	1552
7977	16325.44168	1552
7978	16325.44168	1552
7979	16325.44168	1552
7980	16325.44168	1552
7981	16325.44168	1552
7982	16325.44168	1552
7983	16325.44168	1552
7984	16325.44168	1552
7985	16325.44168	1552
7986	16325.44168	1552
7987	16325.44168	1552
7988	16325.44168	1552
7989	16325.44168	1552
7990	16325.44168	1552
7991	16325.44168	1552
7992	16325.44168	1552
7993	16325.44168	1552
7994	16325.44168	1552
7995	16325.44168	1552
7996	16325.44168	1552
7997	16325.44168	1552
7998	16325.44168	1552
7999	16325.44168	1552
8000	16325.44168	1552
8001	16325.44168	1552
8002	16325.44168	1552
8003	16325.44168	1552
8004	16325.44168	1552
8005	16323.81637	1552
8006	16301.95633	1552
8007	16295.20191	1552
8008	16290.48231	1552
8009	16288.13985	1552
8010	16286.98594	1552
8011	16286.40898	1552
8012	16286.1205	1552
8013	16285.97696	1552
8014	16285.90559	1552
8015	16276.77099	1552
8016	16277.79253	1552
8017	16278.30694	1552
8018	16278.56415	1552
8019	16278.69275	1552
8020	16278.75705	1552
8021	16278.78921	1552
8022	16278.80528	1552
8023	16278.81332	1552
8024	16278.81734	1552
8025	16278.81935	1552
8026	16278.82035	1552
8027	16278.82085	1552
8028	16278.82111	1552
8029	16278.82123	1552
8030	16278.8213	1552
8031	16278.82134	1552
8032	16278.82136	1552
8033	16278.61638	1552
8034	16278.71359	1552
8035	16278.7622	1552
8036	16278.78659	1552
8037	16278.79879	1552
8038	16278.80489	1552
8039	16278.80794	1552
8040	16278.80947	1552
8041	16278.81023	1552
8042	16278.81061	1552
8043	16278.8108	1552
8044	16278.8109	1552
8045	16278.81094	1552
8046	16278.81097	1552
8047	16278.81098	1552
8048	16278.81098	1552
8049	16278.81099	1552
8050	16278.81099	1552
8051	16278.81099	1552
8052	16278.81099	1552
8053	16278.81099	1552
8054	16278.81099	1552
8055	16278.81099	1552
8056	16278.81099	1552
8057	16278.81099	1552
8058	16278.81099	1552
8059	16278.81099	1552
8060	16278.81099	1552
8061	16278.81099	1552
8062	16278.81099	1552
8063	16278.81099	1552
8064	16278.81099	1552
8065	16278.81099	1552
8066	16278.8109	1552
8067	16278.81094	1552
8068	16278.81097	1552
8069	16278.81098	1552
8070	16278.81098	1552
8071	16278.81099	1552
8072	16262.30222	1552
8073	16261.40514	1552
8074	16260.95659	1552
8075	16260.73232	1552
8076	16260.62019	1552
8077	16260.56412	1552
8078	16260.53609	1552
8079	16262.72798	1552
8080	16264.25418	1552
8081	16265.01898	1552
8082	16265.4311	1552
8083	16265.64348	1552
8084	16265.74966	1552
8085	16265.80276	1552
8086	16265.8293	1552
8087	16265.84258	1552
8088	16265.84921	1552
8089	16265.85253	1552
8090	16265.85419	1552
8091	16265.85502	1552
8092	16265.85543	1552
8093	16265.85564	1552
8094	16265.85575	1552
8095	16265.8558	1552
8096	16265.85584	1552
8097	16265.85585	1552
8098	16265.85586	1552
8099	16265.85587	1552
8100	16265.85587	1552
8101	16266.06888	1552
8102	16265.96237	1552
8103	16265.90912	1552
8104	16263.56104	1552
8105	16264.58058	1552
8106	16265.12083	1552
8107	16265.39751	1552
8108	16265.53595	1552
8109	16265.60517	1552
8110	16265.63978	1552
8111	16265.65709	1552
8112	16265.66574	1552
8113	16265.67007	1552
8114	16265.67223	1552
8115	16265.67331	1552
8116	16265.67385	1552
8117	16265.67412	1552
8118	16265.67426	1552
8119	16265.67433	1552
8120	16265.67436	1552
8121	16265.67438	1552
8122	16265.67439	1552
8123	16265.67439	1552
8124	16265.67439	1552
8125	16265.67439	1552
8126	16265.67439	1552
8127	16265.67439	1552
8128	16265.67439	1552
8129	16265.67439	1552
8130	16265.67439	1552
8131	16265.67439	1552
8132	16265.67439	1552
8133	16265.67439	1552
8134	16265.67439	1552
8135	16265.67439	1552
8136	16265.8874	1552
8137	16265.99391	1552
8138	16265.83415	1552
8139	16265.75427	1552
8140	16265.71433	1552
8141	16265.69436	1552
8142	16265.68438	1552
8143	16265.67939	1552
8144	16265.67689	1552
8145	16265.67564	1552
8146	16265.67502	1552
8147	16265.67471	1552
8148	16265.67455	1552
8149	16265.67447	1552
8150	16265.67443	1552
8151	16265.67441	1552
8152	16265.6744	1552
8153	16265.6744	1552
8154	16265.6744	1552
8155	16265.6744	1552
8156	16265.67439	1552
8157	16265.67439	1552
8158	16265.67439	1552
8159	16265.67439	1552
8160	16265.67439	1552
8161	16265.67439	1552
8162	16265.67439	1552
8163	16265.67439	1552
8164	16265.67439	1552
8165	16265.67439	1552
8166	16265.67439	1552
8167	16265.67439	1552
8168	16265.67439	1552
8169	16265.67439	1552
8170	16265.67439	1552
8171	16265.67439	1552
8172	16265.67439	1552
8173	16265.67439	1552
8174	16265.67439	1552
8175	16265.67439	1552
8176	16265.67439	1552
8177	16265.67439	1552
8178	16265.67439	1552
8179	16265.67439	1552
8180	16265.67439	1552
8181	16265.67439	1552
8182	16265.67439	1552
8183	16265.67439	1552
8184	16265.67439	1552
8185	16265.67439	1552
8186	16265.67439	1552
8187	16265.67439	1552
8188	16265.67439	1552
8189	16265.67439	1552
8190	16265.67439	1552
8191	16265.67439	1552
8192	16265.67439	1552
8193	16265.67439	1552
8194	16265.67439	1552
8195	16265.67439	1552
8196	16265.67439	1552
8197	16265.67439	1552
8198	16265.67439	1552
8199	16265.67439	1552
8200	16265.67439	1552
8201	16265.67439	1552
8202	16265.67439	1552
8203	16265.67439	1552
8204	16265.67439	1552
8205	16265.67439	1552
8206	16265.67439	1552
8207	16265.67439	1552
8208	16265.67439	1552
8209	16265.67439	1552
8210	16265.67439	1552
8211	16265.67439	1552
8212	16265.67439	1552
8213	16265.67439	1552
8214	16265.67439	1552
8215	16265.67439	1552
8216	16265.67439	1552
8217	16265.67439	1552
8218	16265.67439	1552
8219	16265.8874	1552
8220	16265.7809	1552
8221	16265.72765	1552
8222	16265.70102	1552
8223	16265.68771	1552
8224	16265.68105	1552
8225	16265.67772	1552
8226	16265.67606	1552
8227	16265.67523	1552
8228	16265.88782	1552
8229	16265.78111	1552
8230	16265.72775	1552
8231	16265.70107	1552
8232	16265.68773	1552
8233	16265.68106	1552
8234	16265.67773	1552
8235	16265.67606	1552
8236	16265.67523	1552
8237	16265.67481	1552
8238	16265.6746	1552
8239	16265.6745	1552
8240	16265.67445	1552
8241	16265.67442	1552
8242	16265.67441	1552
8243	16265.6744	1552
8244	16265.6744	1552
8245	16265.88741	1552
8246	16265.7809	1552
8247	16265.72765	1552
8248	16265.70102	1552
8249	16265.68771	1552
8250	16265.68105	1552
8251	16265.67772	1552
8252	16265.67606	1552
8253	16265.67523	1552
8254	16265.67481	1552
8255	16265.6746	1552
8256	16265.6745	1552
8257	16265.67445	1552
8258	16265.67442	1552
8259	16265.67441	1552
8260	16265.6744	1552
8261	16265.6744	1552
8262	16265.6744	1552
8263	16265.67439	1552
8264	16265.67439	1552
8265	16265.67439	1552
8266	16265.8874	1552
8267	16265.7809	1552
8268	16265.72765	1552
8269	16265.70102	1552
8270	16265.68771	1552
8271	16265.68105	1552
8272	16265.67772	1552
8273	16265.67606	1552
8274	16265.67523	1552
8275	16265.67481	1552
8276	16265.6746	1552
8277	16265.6745	1552
8278	16265.67445	1552
8279	16265.67442	1552
8280	16265.67441	1552
8281	16265.6744	1552
8282	16265.88741	1552
8283	16265.7809	1552
8284	16265.72765	1552
8285	16265.70102	1552
8286	16265.68771	1552
8287	16265.68105	1552
8288	16265.89073	1552
8289	16265.78256	1552
8290	16265.72848	1552
8291	16265.70144	1552
8292	16265.68792	1552
8293	16265.68115	1552
8294	16265.67777	1552
8295	16265.67608	1552
8296	16265.88825	1552
8297	16265.78132	1552
8298	16265.72786	1552
8299	16265.70113	1552
8300	16265.68776	1552
8301	16265.68108	1552
8302	16265.67774	1552
8303	16265.67606	1552
8304	16265.67523	1552
8305	16265.67481	1552
8306	16265.6746	1552
8307	16265.88751	1552
8308	16265.78095	1552
8309	16265.72767	1552
8310	16265.70103	1552
8311	16265.68771	1552
8312	16265.68105	1552
8313	16265.67772	1552
8314	16265.67606	1552
8315	16265.67523	1552
8316	16265.67481	1552
8317	16265.6746	1552
8318	16265.6745	1552
8319	16265.67445	1552
8320	16265.67442	1552
8321	16265.67441	1552
8322	16265.6744	1552
8323	16265.6744	1552
8324	16265.6744	1552
8325	16265.67439	1552
8326	16265.67439	1552
8327	16265.67439	1552
8328	16265.8874	1552
8329	16265.7809	1552
8330	16265.72765	1552
8331	16265.70102	1552
8332	16265.68771	1552
8333	16265.68105	1552
8334	16265.89073	1552
8335	16265.78256	1552
8336	16265.72848	1552
8337	16265.70144	1552
8338	16265.68792	1552
8339	16265.68115	1552
8340	16265.89079	1552
8341	16265.78259	1552
8342	16265.72849	1552
8343	16265.70144	1552
8344	16265.68792	1552
8345	16265.68116	1552
8346	16265.67777	1552
8347	16265.67608	1552
8348	16265.67524	1552
8349	16265.67482	1552
8350	16265.67461	1552
8351	16265.6745	1552
8352	16265.67445	1552
8353	16265.67442	1552
8354	16265.67441	1552
8355	16265.6744	1552
8356	16265.6744	1552
8357	16265.6744	1552
8358	16265.67439	1552
8359	16265.67439	1552
8360	16265.67439	1552
8361	16265.67439	1552
8362	16265.67439	1552
8363	16265.67439	1552
8364	16265.67439	1552
8365	16265.8874	1552
8366	16265.7809	1552
8367	16265.72765	1552
8368	16265.70102	1552
8369	16265.68771	1552
8370	16265.89406	1552
8371	16265.78423	1552
8372	16265.72931	1552
8373	16265.70185	1552
8374	16265.68812	1552
8375	16265.68126	1552
8376	16265.67783	1552
8377	16265.67611	1552
8378	16265.67525	1552
8379	16265.67482	1552
8380	16265.67461	1552
8381	16265.6745	1552
8382	16265.67445	1552
8383	16265.67442	1552
8384	16265.67441	1552
8385	16265.6744	1552
8386	16265.6744	1552
8387	16265.6744	1552
8388	16265.67439	1552
8389	16265.67439	1552
8390	16265.67439	1552
8391	16265.67439	1552
8392	16265.67439	1552
8393	16265.67439	1552
8394	16265.8874	1552
8395	16265.7809	1552
8396	16265.72765	1552
8397	16265.70102	1552
8398	16265.68771	1552
8399	16265.68105	1552
8400	16265.67772	1552
8401	16265.67606	1552
8402	16265.67523	1552
8403	16265.67481	1552
8404	16265.6746	1552
8405	16265.6745	1552
8406	16265.67445	1552
8407	16265.67442	1552
8408	16265.67441	1552
8409	16265.6744	1552
8410	16265.6744	1552
8411	16265.6744	1552
8412	16265.67439	1552
8413	16265.67439	1552
8414	16265.67439	1552
8415	16265.67439	1552
8416	16265.67439	1552
8417	16265.67439	1552
8418	16265.67439	1552
8419	16265.67439	1552
8420	16265.8874	1552
8421	16265.7809	1552
8422	16265.72765	1552
8423	16265.70102	1552
8424	16265.68771	1552
8425	16265.68105	1552
8426	16265.89073	1552
8427	16265.78256	1552
8428	16265.72848	1552
8429	16265.70144	1552
8430	16265.68792	1552
8431	16265.68115	1552
8432	16265.67777	1552
8433	16265.67608	1552
8434	16265.67524	1552
8435	16265.67482	1552
8436	16265.67461	1552
8437	16265.6745	1552
8438	16265.67445	1552
8439	16265.88743	1552
8440	16265.78091	1552
8441	16265.72765	1552
8442	16265.70102	1552
8443	16265.68771	1552
8444	16265.68105	1552
8445	16265.67772	1552
8446	16265.67606	1552
8447	16265.67523	1552
8448	16265.67481	1552
8449	16265.88761	1552
8450	16265.781	1552
8451	16265.7277	1552
8452	16265.70105	1552
8453	16265.68772	1552
8454	16265.68106	1552
8455	16265.67773	1552
8456	16265.67606	1552
8457	16265.67523	1552
8458	16265.67481	1552
8459	16265.6746	1552
8460	16265.6745	1552
8461	16265.67445	1552
8462	16265.67442	1552
8463	16265.67441	1552
8464	16265.6744	1552
8465	16265.6744	1552
8466	16265.6744	1552
8467	16265.67439	1552
8468	16265.67439	1552
8469	16265.67439	1552
8470	16265.67439	1552
8471	16265.67439	1552
8472	16265.67439	1552
8473	16265.67439	1552
8474	16265.67439	1552
8475	16265.67439	1552
8476	16265.67439	1552
8477	16265.67439	1552
8478	16265.67439	1552
8479	16265.67439	1552
8480	16265.67439	1552
8481	16265.67439	1552
8482	16265.67439	1552
8483	16265.67439	1552
8484	16265.8874	1552
8485	16265.99391	1552
8486	16265.83415	1552
8487	16265.75427	1552
8488	16265.71433	1552
8489	16265.69436	1552
8490	16265.68438	1552
8491	16265.67939	1552
8492	16265.67689	1552
8493	16265.67564	1552
8494	16265.67502	1552
8495	16265.67471	1552
8496	16265.67455	1552
8497	16265.67447	1552
8498	16265.67443	1552
8499	16265.67441	1552
8500	16265.6744	1552
8501	16265.88741	1552
8502	16265.99391	1552
8503	16266.04716	1552
8504	16266.07379	1552
8505	16265.87409	1552
8506	16265.77424	1552
8507	16265.72432	1552
8508	16265.69936	1552
8509	16265.68687	1552
8510	16265.68063	1552
8511	16265.67751	1552
8512	16265.67595	1552
8513	16265.67517	1552
8514	16265.88779	1552
8515	16265.99411	1552
8516	16265.83425	1552
8517	16265.75432	1552
8518	16265.71436	1552
8519	16265.69438	1552
8520	16265.68438	1552
8521	16265.67939	1552
8522	16265.67689	1552
8523	16265.67564	1552
8524	16265.67502	1552
8525	16265.67471	1552
8526	16265.67455	1552
8527	16265.67447	1552
8528	16265.67443	1552
8529	16265.67441	1552
8530	16265.6744	1552
8531	16265.6744	1552
8532	16265.6744	1552
8533	16265.88741	1552
8534	16265.99391	1552
8535	16266.04716	1552
8536	16266.07379	1552
8537	16266.0871	1552
8538	16265.88075	1552
8539	16265.77757	1552
8540	16265.72598	1552
8541	16265.70019	1552
8542	16265.68729	1552
8543	16265.68084	1552
8544	16265.67762	1552
8545	16265.67601	1552
8546	16265.6752	1552
8547	16265.6748	1552
8548	16265.6746	1552
8549	16265.67449	1552
8550	16265.67444	1552
8551	16265.67442	1552
8552	16265.67441	1552
8553	16265.6744	1552
8554	16265.6744	1552
8555	16265.6744	1552
8556	16265.67439	1552
8557	16265.67439	1552
8558	16265.67439	1552
8559	16265.67439	1552
8560	16265.67439	1552
8561	16265.67439	1552
8562	16265.67439	1552
8563	16265.67439	1552
8564	16265.67439	1552
8565	16265.67439	1552
8566	16265.67439	1552
8567	16265.67439	1552
8568	16265.67439	1552
8569	16265.67439	1552
8570	16265.67439	1552
8571	16265.67439	1552
8572	16265.67439	1552
8573	16265.67439	1552
8574	16265.67439	1552
8575	16265.67439	1552
8576	16265.67439	1552
8577	16265.67439	1552
8578	16265.67439	1552
8579	16265.67439	1552
8580	16265.67439	1552
8581	16265.67439	1552
8582	16265.67439	1552
8583	16265.67439	1552
8584	16265.67439	1552
8585	16265.67439	1552
8586	16265.67439	1552
8587	16265.67439	1552
8588	16265.67439	1552
8589	16265.67439	1552
8590	16265.67439	1552
8591	16265.67439	1552
8592	16265.67439	1552
8593	16265.67439	1552
8594	16265.67439	1552
8595	16265.67439	1552
8596	16265.67439	1552
8597	16265.67439	1552
8598	16265.67439	1552
8599	16265.8874	1552
8600	16265.99391	1552
8601	16266.04716	1552
8602	16266.07379	1552
8603	16266.0871	1552
8604	16266.09376	1552
8605	16266.09709	1552
8606	16266.09875	1552
8607	16266.09958	1552
8608	16266.1	1552
8609	16266.10021	1552
8610	16266.10031	1552
8611	16266.10036	1552
8612	16266.10039	1552
8613	16266.1004	1552
8614	16265.8874	1552
8615	16265.7809	1552
8616	16265.72764	1552
8617	16265.70102	1552
8618	16265.68771	1552
8619	16265.68105	1552
8620	16265.67772	1552
8621	16265.67606	1552
8622	16265.67523	1552
8623	16265.67481	1552
8624	16265.6746	1552
8625	16265.6745	1552
8626	16265.67445	1552
8627	16265.67442	1552
8628	16265.67441	1552
8629	16265.6744	1552
8630	16265.6744	1552
8631	16265.6744	1552
8632	16265.67439	1552
8633	16265.67439	1552
8634	16265.67439	1552
8635	16265.67439	1552
8636	16265.67439	1552
8637	16265.67439	1552
8638	16265.67439	1552
8639	16265.67439	1552
8640	16265.67439	1552
8641	16265.67439	1552
8642	16265.67439	1552
8643	16265.67439	1552
8644	16265.67439	1552
8645	16265.67439	1552
8646	16265.8874	1552
8647	16265.7809	1552
8648	16265.72765	1552
8649	16265.70102	1552
8650	16265.90072	1552
8651	16265.78756	1552
8652	16265.73097	1552
8653	16265.70268	1552
8654	16265.68854	1552
8655	16265.68147	1552
8656	16265.67793	1552
8657	16265.67616	1552
8658	16265.67528	1552
8659	16265.67484	1552
8660	16265.67461	1552
8661	16265.6745	1552
8662	16265.67445	1552
8663	16265.67442	1552
8664	16265.67441	1552
8665	16265.6744	1552
8666	16265.6744	1552
8667	16265.6744	1552
8668	16265.67439	1552
8669	16265.67439	1552
8670	16265.67439	1552
8671	16265.67439	1552
8672	16265.67439	1552
8673	16265.67439	1552
8674	16265.67439	1552
8675	16265.67439	1552
8676	16265.67439	1552
8677	16265.67439	1552
8678	16265.67439	1552
8679	16265.67439	1552
8680	16265.67439	1552
8681	16265.67439	1552
8682	16265.67439	1552
8683	16265.67439	1552
8684	16265.67439	1552
8685	16265.67439	1552
8686	16265.67439	1552
8687	16265.67439	1552
8688	16265.67439	1552
8689	16265.8874	1552
8690	16265.7809	1552
8691	16265.72765	1552
8692	16265.70102	1552
8693	16265.68771	1552
8694	16265.68105	1552
8695	16265.67772	1552
8696	16265.67606	1552
8697	16265.67523	1552
8698	16265.67481	1552
8699	16265.6746	1552
8700	16265.6745	1552
8701	16265.67445	1552
8702	16265.67442	1552
8703	16265.67441	1552
8704	16265.6744	1552
8705	16265.6744	1552
8706	16265.6744	1552
8707	16265.67439	1552
8708	16265.67439	1552
8709	16265.67439	1552
8710	16265.67439	1552
8711	16265.67439	1552
8712	16265.8874	1552
8713	16265.99391	1552
8714	16266.04716	1552
8715	16265.86078	1552
8716	16265.76759	1552
8717	16265.72099	1552
8718	16265.69769	1552
8719	16265.68604	1552
8720	16265.68022	1552
8721	16265.67731	1552
8722	16265.67585	1552
8723	16265.67512	1552
8724	16265.67476	1552
8725	16265.67458	1552
8726	16265.67448	1552
8727	16265.67444	1552
8728	16265.67442	1552
8729	16265.67441	1552
8730	16265.6744	1552
8731	16265.6744	1552
8732	16265.6744	1552
8733	16265.67439	1552
8734	16265.67439	1552
8735	16265.67439	1552
8736	16265.67439	1552
8737	16265.67439	1552
8738	16265.67439	1552
8739	16265.67439	1552
8740	16265.67439	1552
8741	16265.67439	1552
8742	16265.67439	1552
8743	16265.67439	1552
8744	16265.67439	1552
8745	16265.67439	1552
8746	16265.67439	1552
8747	16265.67439	1552
8748	16265.67439	1552
8749	16265.67439	1552
8750	16265.67439	1552
8751	16265.67439	1552
8752	16265.67439	1552
8753	16265.67439	1552
8754	16265.67439	1552
8755	16265.67439	1552
8756	16265.67439	1552
8757	16265.8874	1552
8758	16265.99391	1552
8759	16265.83415	1552
8760	16265.75427	1552
8761	16265.71433	1552
8762	16265.69436	1552
8763	16265.68438	1552
8764	16265.67939	1552
8765	16265.67689	1552
8766	16265.67564	1552
8767	16265.67502	1552
8768	16265.67471	1552
8769	16265.67455	1552
8770	16265.67447	1552
8771	16265.67443	1552
8772	16265.67441	1552
8773	16265.6744	1552
8774	16265.6744	1552
8775	16265.6744	1552
8776	16265.6744	1552
8777	16265.67439	1552
8778	16265.67439	1552
8779	16265.67439	1552
8780	16265.67439	1552
8781	16265.67439	1552
8782	16265.67439	1552
8783	16265.67439	1552
8784	16265.67439	1552
8785	16265.67439	1552
8786	16265.67439	1552
8787	16265.67439	1552
8788	16265.67439	1552
8789	16265.67439	1552
8790	16265.67439	1552
8791	16265.67439	1552
8792	16265.67439	1552
8793	16265.67439	1552
8794	16265.67439	1552
8795	16265.67439	1552
8796	16265.67439	1552
8797	16265.67439	1552
8798	16265.67439	1552
8799	16265.67439	1552
8800	16265.67439	1552
8801	16265.67439	1552
8802	16265.67439	1552
8803	16265.67439	1552
8804	16265.67439	1552
8805	16265.67439	1552
8806	16265.67439	1552
8807	16265.67439	1552
8808	16265.67439	1552
8809	16265.67439	1552
8810	16265.67439	1552
8811	16265.67439	1552
8812	16265.67439	1552
8813	16265.67439	1552
8814	16265.67439	1552
8815	16265.67439	1552
8816	16265.67439	1552
8817	16265.67439	1552
8818	16265.67439	1552
8819	16265.67439	1552
8820	16265.67439	1552
8821	16265.67439	1552
8822	16265.67439	1552
8823	16265.67439	1552
8824	16265.67439	1552
8825	16265.67439	1552
8826	16265.67439	1552
8827	16265.67439	1552
8828	16265.67439	1552
8829	16265.67439	1552
8830	16265.67439	1552
8831	16265.67439	1552
8832	16265.67439	1552
8833	16265.67439	1552
8834	16265.67439	1552
8835	16265.67439	1552
8836	16265.67439	1552
8837	16265.67439	1552
8838	16265.67439	1552
8839	16265.67439	1552
8840	16265.67439	1552
8841	16265.67439	1552
8842	16265.67439	1552
8843	16265.67439	1552
8844	16265.67439	1552
8845	16265.67439	1552
8846	16265.67439	1552
8847	16265.67439	1552
8848	16265.67439	1552
8849	16265.67439	1552
8850	16265.67439	1552
8851	16265.67439	1552
8852	16265.67439	1552
8853	16265.67439	1552
8854	16265.67439	1552
8855	16265.67439	1552
8856	16265.67439	1552
8857	16265.67439	1552
8858	16265.67439	1552
8859	16265.67439	1552
8860	16265.67439	1552
8861	16265.67439	1552
8862	16265.67439	1552
8863	16265.67439	1552
8864	16265.67439	1552
8865	16265.67439	1552
8866	16265.67439	1552
8867	16265.67439	1552
8868	16265.67439	1552
8869	16265.67439	1552
8870	16265.67439	1552
8871	16265.67439	1552
8872	16265.67439	1552
8873	16265.67439	1552
8874	16265.8874	1552
8875	16265.7809	1552
8876	16265.94066	1552
8877	16265.80753	1552
8878	16265.74096	1552
8879	16265.70768	1552
8880	16265.69104	1552
8881	16265.68271	1552
8882	16265.89157	1552
8883	16265.78298	1552
8884	16265.72869	1552
8885	16265.70154	1552
8886	16265.68797	1552
8887	16265.68118	1552
8888	16265.67779	1552
8889	16265.67609	1552
