iter	MAE
129	15.06039586
130	15.06030279
131	15.06025626
132	15.06023299
133	15.06022136
134	15.06021554
135	15.06021263
136	15.01982325
137	14.92520386
138	14.90341188
139	14.90329298
140	14.89556795
141	14.87806711
142	14.86947523
143	14.86525521
144	14.86317863
145	14.86214193
146	14.86162357
147	14.8613644
148	14.86123481
149	14.86117002
150	14.86113762
151	14.86112142
152	14.86111332
153	14.86110927
154	14.86110725
155	14.86110624
156	14.86110573
157	14.86110548
158	14.86110535
159	14.86110529
160	14.86110525
161	14.71412359
162	14.71327234
163	14.66029536
164	14.65995608
165	14.65960645
166	14.65952953
167	14.65950461
168	14.65950173
169	14.65950029
170	14.65949957
171	14.65949921
172	14.65949903
173	14.61469057
174	14.5409729
175	14.47290648
176	14.37974104
177	14.37888307
178	14.37599785
179	14.36909542
180	14.36576578
181	14.36411208
182	14.36329932
183	14.36289379
184	14.36269119
185	14.36259265
186	14.36254345
187	14.36251886
188	14.36250656
189	14.36250041
190	14.36249733
191	14.36249579
192	14.36249503
193	14.36249464
194	14.36249445
195	14.36249435
196	14.36249431
197	14.36249428
198	14.36249428
199	14.32268371
200	14.24968048
201	14.24886733
202	14.24852078
203	14.24835644
204	14.24828034
205	14.24824276
206	14.24822397
207	14.24821458
208	14.24820988
209	14.24820753
210	14.24820636
211	14.24820577
212	14.24033238
213	14.17770585
214	14.13975618
215	14.08575845
216	14.08224925
217	14.08049545
218	14.07961898
219	14.07918075
220	14.07896163
221	14.07885208
222	14.0787973
223	14.07876991
224	14.07875621
225	14.07874937
226	14.07874594
227	14.07874423
228	14.07874337
229	14.07874295
230	14.07874273
231	14.07874263
232	14.07874257
233	14.07874255
234	14.04151494
235	14.00710275
236	14.00172131
237	13.99920659
238	13.99797125
239	13.99735821
240	13.94932645
241	13.92167779
242	13.91953455
243	13.91847343
244	13.9179495
245	13.91768753
246	13.91755655
247	13.91749106
248	13.91745831
249	13.91744194
250	13.91743375
251	13.91742966
252	13.91742761
253	13.91742659
254	13.91742608
255	13.91742582
256	13.9174257
257	13.91742563
258	13.9174256
259	13.8983226
260	13.89480793
261	13.89312574
262	13.89233513
263	13.89194016
264	13.89174363
265	13.89164579
266	13.89159694
267	13.89157251
268	13.8915603
269	13.89155419
270	13.89155114
271	13.89154961
272	13.89154885
273	13.89154847
274	13.89154828
275	13.87900916
276	13.82932875
277	13.82898582
278	13.82884153
279	13.82877238
280	13.82857417
281	13.8255964
282	13.82424308
283	13.82359021
284	13.82327211
285	13.82311465
286	13.82303593
287	13.82299656
288	13.82297688
289	13.82296704
290	13.82296212
291	13.82295966
292	13.82295843
293	13.82295781
294	13.8229575
295	13.82295735
296	13.7862531
297	13.73726599
298	13.73588874
299	13.7341943
300	13.73293569
301	13.73240773
302	13.73216557
303	13.73205467
304	13.73199376
305	13.73196701
306	13.73195382
307	13.73194723
308	13.73194393
309	13.73194228
310	13.73194146
311	13.68764615
312	13.68681843
313	13.6865902
314	13.68654629
315	13.68653078
316	13.68652885
317	13.64240386
318	13.64036936
319	13.63974831
320	13.63948781
321	13.63935998
322	13.63929636
323	13.63926522
324	13.63924965
325	13.63924186
326	13.63923797
327	13.63923603
328	13.63923505
329	13.63923457
330	13.63923432
331	13.6392342
332	13.63923414
333	13.63923411
334	13.6392341
335	13.6392341
336	13.61767643
337	13.61263178
338	13.61030265
339	13.60917311
340	13.60862635
341	13.60835664
342	13.60822179
343	13.60815436
344	13.60812065
345	13.60810379
346	13.60809536
347	13.60809115
348	13.60808904
349	13.60808799
350	13.60808746
351	13.6080872
352	13.60808707
353	13.608087
354	13.60808697
355	13.60808696
356	13.5765268
357	13.53618438
358	13.51283743
359	13.50106118
360	13.49971268
361	13.49921361
362	13.49901665
363	13.4989365
364	13.49889676
365	13.49887688
366	13.49886695
367	13.49886198
368	13.49885949
369	13.49885825
370	13.49885763
371	13.49885732
372	13.49885717
373	13.49885709
374	13.49885705
375	13.49885704
376	13.49885703
377	13.49885703
378	13.48055247
379	13.45788232
380	13.45392858
381	13.44988277
382	13.38722734
383	13.36904327
384	13.35294624
385	13.33557869
386	13.30486161
387	13.30360281
388	13.30297341
389	13.30265871
390	13.28351959
391	13.25316071
392	13.24524775
393	13.2420086
394	13.240447
395	13.23966798
396	13.23928133
397	13.20881379
398	13.17130068
399	13.16663708
400	13.16637961
401	13.16630211
402	13.16627233
403	13.16625488
404	13.16624825
405	13.16624493
406	13.16624327
407	13.16624244
408	13.1662418
409	13.16624154
410	13.16624141
411	13.16624135
412	13.16624131
413	13.16624131
414	13.13170539
415	13.08846257
416	13.08583162
417	13.08463983
418	13.08406653
419	13.08378132
420	13.0836396
421	13.08356875
422	13.08353332
423	13.0835156
424	13.07913153
425	13.0743941
426	13.07214437
427	13.07104225
428	13.0704964
429	13.07022348
430	13.07008702
431	13.07001879
432	13.06998476
433	13.06996777
434	13.06995927
435	13.06995502
436	13.0699529
437	13.05131074
438	13.03371419
439	13.0151737
440	13.01435213
441	13.01394261
442	13.01215715
443	13.01039547
444	13.00947005
445	13.00909857
446	13.00891284
447	13.00881054
448	13.00876147
449	13.00873694
450	13.00872467
451	13.00871854
452	13.00871392
453	13.00870921
454	13.00870726
455	13.0087029
456	13.00870073
457	13.00869964
458	13.00869909
459	13.00869882
460	13.0086987
461	13.00869863
462	12.99312994
463	12.97121061
464	12.95522109
465	12.93268541
466	12.93209482
467	12.93074282
468	12.930579
469	12.93050375
470	12.93044327
471	12.92945642
472	12.92904778
473	12.92888045
474	12.9288009
475	12.9287629
476	12.9287439
477	12.92873444
478	12.92872981
479	12.9287275
480	12.92872634
481	12.92872576
482	12.92872547
483	12.92872533
484	12.92872525
485	12.92872522
486	12.92872521
487	12.9287252
488	12.9287252
489	12.9287252
490	12.91669888
491	12.9026439
492	12.90161599
493	12.87711249
494	12.83761322
495	12.81992247
496	12.78815261
497	12.78602526
498	12.78547676
499	12.78060042
500	12.77981432
501	12.77961297
502	12.77956203
503	12.77953782
504	12.77952571
505	12.77951966
506	12.77951663
507	12.77951512
508	12.77951436
509	12.77951399
510	12.7795138
511	12.7795137
512	12.77951365
513	12.77951363
514	12.77951363
515	12.74669331
516	12.71295905
517	12.71294379
518	12.71293616
519	12.71293235
520	12.71293044
521	12.71292949
522	12.71292901
523	12.71292877
524	12.71292865
525	12.71292859
526	12.71292856
527	12.71292855
528	12.71292854
529	12.71292854
530	12.71292854
531	12.71292854
532	12.71292854
533	12.71292854
534	12.69173979
535	12.65665693
536	12.65175208
537	12.64879936
538	12.64733032
539	12.6466029
540	12.64624284
541	12.64606281
542	12.6459728
543	12.64592362
544	12.64590088
545	12.64588952
546	12.64588275
547	12.64587937
548	12.64587752
549	12.6458766
550	12.64587614
551	12.64587591
552	12.64587579
553	12.64587573
554	12.64587571
555	12.6458757
556	12.62275655
557	12.60245885
558	12.60062698
559	12.59885282
560	12.59837421
561	12.58872292
562	12.57602377
563	12.55097584
564	12.55051334
565	12.5502821
566	12.5501273
567	12.54998637
568	12.54981798
569	12.54974796
570	12.54972271
571	12.54971141
572	12.54970575
573	12.54970288
574	12.54970216
575	12.54970189
576	12.54970175
577	12.54970162
578	12.54970159
579	12.54970158
580	12.54970157
581	12.54970157
582	12.54970157
583	12.54970157
584	12.54970157
585	12.54970157
586	12.52555085
587	12.4848788
588	12.48267162
589	12.4815791
590	12.47188865
591	12.47001948
592	12.46913563
593	12.46872092
594	12.46851876
595	12.46841863
596	12.4683697
597	12.46834524
598	12.46833301
599	12.46832697
600	12.46832396
601	12.46832246
602	12.4683217
603	12.46832133
604	12.46832114
605	12.46832104
606	12.468321
607	12.46832097
608	12.44153586
609	12.40521766
610	12.40129784
611	12.38842866
612	12.37050906
613	12.3676427
614	12.33393813
615	12.33308998
616	12.33287016
617	12.33278278
618	12.33274053
619	12.33272054
620	12.33271151
621	12.33270728
622	12.33270517
623	12.33270411
624	12.33270358
625	12.33270332
626	12.33270319
627	12.33270312
628	12.33270309
629	12.31676029
630	12.31291886
631	12.31093532
632	12.3100257
633	12.30957729
634	12.30935366
635	12.30924206
636	12.30918625
637	12.30915835
638	12.3091444
639	12.30913743
640	12.30913394
641	12.3091322
642	12.30913132
643	12.30913089
644	12.30913067
645	12.30913013
646	12.30912993
647	12.30912983
648	12.30912979
649	12.2953608
650	12.27739717
651	12.27709331
652	12.27694155
653	12.27686566
654	12.27682772
655	12.27681091
656	12.27680142
657	12.27679668
658	12.27679431
659	12.27679312
660	12.27679253
661	12.27679223
662	12.27679209
663	12.27679201
664	12.27679198
665	12.27679196
666	12.27679195
667	12.27679195
668	12.27679194
669	12.26695926
670	12.23723789
671	12.23328073
672	12.23322263
673	12.23319475
674	12.23315929
675	12.23314544
676	12.23313852
677	12.23313561
678	12.23312776
679	12.2329364
680	12.23286698
681	12.23284511
682	12.23122161
683	12.22978252
684	12.22916333
685	12.22886307
686	12.22871426
687	12.22864129
688	12.22860519
689	12.22858289
690	12.2285721
691	12.22856694
692	12.22856448
693	12.22856324
694	12.22856103
695	12.22855857
696	12.22855763
697	12.22855716
698	12.22855367
699	12.22855192
700	12.22855133
701	12.22855111
702	12.21465317
703	12.19461253
704	12.19088615
705	12.17458167
706	12.17272112
707	12.17189189
708	12.17150027
709	12.17128161
710	12.17117579
711	12.17112612
712	12.17110128
713	12.17108886
714	12.17108265
715	12.17107955
716	12.171078
717	12.17107722
718	12.17107683
719	12.17107664
720	12.17107654
721	12.17107649
722	12.17107647
723	12.1579071
724	12.14139295
725	12.13922133
726	12.13648958
727	12.13513664
728	12.13440636
729	12.13407485
730	12.13390932
731	12.13382655
732	12.13378517
733	12.13376448
734	12.13375413
735	12.13374896
736	12.13374637
737	12.13374508
738	12.13374443
739	12.13374411
740	12.13374395
741	12.13374387
742	12.13374383
743	12.13374381
744	12.12537071
745	12.1063027
746	12.0899679
747	12.0883459
748	12.08760852
749	12.08725516
750	12.08707848
751	12.08699014
752	12.08694597
753	12.08692389
754	12.08691284
755	12.08690732
756	12.08690456
757	12.08690318
758	12.08690249
759	12.08690215
760	12.08690197
761	12.08690189
762	12.08690185
763	12.08487225
764	12.08445101
765	12.08429115
766	12.08422858
767	12.08420634
768	12.08419934
769	12.08419846
770	12.0841981
771	12.08419792
772	12.08419784
773	12.0841978
774	12.08419778
775	12.08419778
776	12.08419778
777	12.07254909
778	12.05749183
779	12.04570555
780	12.03772988
781	12.03471684
782	12.0327298
783	12.0306712
784	12.02980345
785	12.02764368
786	12.02562588
787	12.02473903
788	12.02426051
789	12.02404871
790	12.02394281
791	12.02388989
792	12.02386359
793	12.02385043
794	12.02384234
795	12.02383741
796	12.02383494
797	12.02383371
798	12.02383309
799	12.02383278
800	12.02383263
801	12.02383255
802	12.02383251
803	12.0238325
804	12.01092792
805	12.01034782
806	12.01006878
807	11.98513178
808	11.98294663
809	11.96770992
810	11.96736631
811	11.96725771
812	11.96721604
813	11.96719382
814	11.96718649
815	11.96718283
816	11.967181
817	11.96718008
818	11.96717962
819	11.96717939
820	11.96717928
821	11.96717922
822	11.96717919
823	11.96717918
824	11.96717769
825	11.96717719
826	11.94455009
827	11.93859504
828	11.92955116
829	11.92885738
830	11.92857993
831	11.92846395
832	11.92843546
833	11.92842228
834	11.92841576
835	11.92841335
836	11.92841215
837	11.92841154
838	11.92840991
839	11.92840939
840	11.92840912
841	11.92840899
842	11.92840893
843	11.92840778
844	11.92840737
845	11.9284065
846	11.80747065
847	11.80731151
848	11.807266
849	11.80721975
850	11.80716916
851	11.80715225
852	11.80703022
853	11.80703022
854	11.80690625
855	11.80672036
856	11.8066488
857	11.8064614
858	11.8064614
859	11.80644529
860	11.80618999
861	11.79238716
862	11.78530826
863	11.77179346
864	11.77029238
865	11.76960005
866	11.76926263
867	11.76909579
868	11.76901616
869	11.76897725
870	11.76895409
871	11.76894316
872	11.76893783
873	11.76893524
874	11.76893395
875	11.76893331
876	11.76893298
877	11.76893282
878	11.76893274
879	11.7689327
880	11.76893269
881	11.76893268
882	11.75736118
883	11.74313477
884	11.73606176
885	11.73329343
886	11.73198349
887	11.7313464
888	11.73102907
889	11.73087078
890	11.73078351
891	11.73074396
892	11.73072176
893	11.73071143
894	11.73070626
895	11.73070368
896	11.73070239
897	11.73070174
898	11.73070142
899	11.73070126
900	11.73070117
901	11.7306998
902	11.73069934
903	11.71619145
904	11.69514516
905	11.67690609
906	11.67681652
907	11.67649465
908	11.67648256
909	11.67642686
910	11.67641828
911	11.67635629
912	11.67633709
913	11.67633045
914	11.67629208
915	11.67626879
916	11.67626025
917	11.67588996
918	11.67588758
919	11.67583535
920	11.67553967
921	11.67553436
922	11.67283856
923	11.67215249
924	11.67188006
925	11.67175337
926	11.67169282
927	11.67166336
928	11.67164885
929	11.67164159
930	11.67163797
931	11.67163615
932	11.67163525
933	11.67163479
934	11.67163457
935	11.67163445
936	11.6716344
937	11.67163437
938	11.67163436
939	11.66592142
940	11.66355055
941	11.65489845
942	11.65423846
943	11.65385049
944	11.65370568
945	11.6534871
946	11.65344955
947	11.65341251
948	11.65340096
949	11.65332339
950	11.65314694
951	11.65313938
952	11.65306161
953	11.65297314
954	11.65296903
955	11.65295844
956	11.65281708
957	11.64675169
958	11.64632302
959	11.64610869
960	11.64554286
961	11.64129636
962	11.64040425
963	11.63999096
964	11.63979479
965	11.63969671
966	11.63964828
967	11.63962406
968	11.63961195
969	11.6396059
970	11.63960287
971	11.63960136
972	11.6396006
973	11.63960022
974	11.63960003
975	11.63959677
976	11.6395925
977	11.6278527
978	11.61077727
979	11.60596804
980	11.60240478
981	11.59404054
982	11.59310982
983	11.59277764
984	11.59267391
985	11.59263063
986	11.59261242
987	11.59260462
988	11.59260083
989	11.59259894
990	11.59259799
991	11.59259752
992	11.59259728
993	11.59259716
994	11.5925971
995	11.59259707
996	11.59259707
997	11.59259706
998	11.58660486
999	11.57540596
1000	11.57300222
1001	11.57238566
1002	11.57210284
1003	11.57198509
1004	11.57170367
1005	11.57156023
1006	11.57142602
1007	11.57126899
1008	11.57122716
1009	11.57121489
1010	11.56915591
1011	11.56898992
1012	11.56893311
1013	11.56891076
1014	11.56890062
1015	11.56889555
1016	11.56889302
1017	11.56889175
1018	11.56889112
1019	11.5688908
1020	11.56889064
1021	11.56889056
1022	11.56889052
1023	11.56889051
1024	11.56888732
1025	11.56888626
1026	11.56888573
1027	11.56888318
1028	11.55092496
1029	11.54720868
1030	11.546051
1031	11.54559624
1032	11.54496922
1033	11.54475384
1034	11.54465417
1035	11.54444865
1036	11.54435179
1037	11.54425064
1038	11.54417459
1039	11.54414194
1040	11.54413258
1041	11.54393461
1042	11.54385771
1043	11.54372713
1044	11.53732666
1045	11.51591573
1046	11.51543962
1047	11.51522313
1048	11.51512244
1049	11.51507281
1050	11.51504817
1051	11.51503585
1052	11.51502969
1053	11.51502588
1054	11.51502427
1055	11.51502347
1056	11.51502307
1057	11.51502287
1058	11.51502277
1059	11.50220345
1060	11.47945872
1061	11.4790772
1062	11.47892387
1063	11.47885179
1064	11.47863724
1065	11.47857571
1066	11.47855916
1067	11.47855376
1068	11.47036835
1069	11.45531106
1070	11.45507354
1071	11.4549656
1072	11.45473555
1073	11.45465044
1074	11.45461327
1075	11.45459714
1076	11.45458907
1077	11.45458587
1078	11.45458428
1079	11.45458348
1080	11.45458308
1081	11.45458288
1082	11.45458278
1083	11.45458273
1084	11.45458271
1085	11.4545827
1086	11.4545827
1087	11.4545827
1088	11.45457626
1089	11.45365496
1090	11.45302313
1091	11.44324395
1092	11.44070426
1093	11.40881592
1094	11.40792198
1095	11.40765594
1096	11.40752356
1097	11.40745737
1098	11.40739952
1099	11.40736979
1100	11.4071244
1101	11.40711583
1102	11.39542248
1103	11.39227397
1104	11.39070011
1105	11.37318728
1106	11.3724665
1107	11.37211674
1108	11.37194687
1109	11.3718656
1110	11.37182497
1111	11.37180465
1112	11.3717945
1113	11.37178942
1114	11.37178688
1115	11.37178561
1116	11.3581604
1117	11.34437986
1118	11.34266039
1119	11.3416112
1120	11.34024088
1121	11.33983787
1122	11.33967668
1123	11.33960853
1124	11.33213776
1125	11.32987246
1126	11.3147227
1127	11.31461919
1128	11.31457194
1129	11.31454832
1130	11.31450761
1131	11.31449418
1132	11.3144739
1133	11.31398229
1134	11.3139816
1135	11.31391685
1136	11.31389558
1137	11.31385733
1138	11.29848384
1139	11.29790183
1140	11.29775216
1141	11.29769432
1142	11.29765982
1143	11.29764313
1144	11.29763584
1145	11.29763252
1146	11.29763086
1147	11.29763003
1148	11.29762962
1149	11.29762941
1150	11.29762931
1151	11.29762925
1152	11.29762923
1153	11.29762922
1154	11.29567194
1155	11.28059036
1156	11.27303605
1157	11.26858272
1158	11.26636926
1159	11.26411544
1160	11.26101481
1161	11.25947728
1162	11.2587127
1163	11.2583311
1164	11.25814096
1165	11.25804625
1166	11.25799889
1167	11.25797521
1168	11.25796337
1169	11.25795746
1170	11.2579545
1171	11.25795302
1172	11.25795229
1173	11.25795192
1174	11.25795173
1175	11.25795164
1176	11.25795159
1177	11.24459665
1178	11.23061807
1179	11.2283797
1180	11.22402148
1181	11.22371812
1182	11.22362275
1183	11.22358399
1184	11.22356461
1185	11.22355492
1186	11.22355008
1187	11.22354766
1188	11.22354645
1189	11.22354584
1190	11.22354554
1191	11.22354539
1192	11.22354531
1193	11.22354527
1194	11.22354525
1195	11.22354524
1196	11.22354186
1197	11.22347174
1198	11.2169749
1199	11.21641912
1200	11.21604543
1201	11.21594945
1202	11.21585818
1203	11.21581804
1204	11.21579947
1205	11.21577734
1206	11.21220592
1207	11.21166689
1208	11.21141375
1209	11.21128748
1210	11.21122435
1211	11.21119278
1212	11.211177
1213	11.21116911
1214	11.21116516
1215	11.21116319
1216	11.2111622
1217	11.21116171
1218	11.21116146
1219	11.21116134
1220	11.21116128
1221	11.21116125
1222	11.21116124
1223	11.21116124
1224	11.21116124
1225	11.21116124
1226	11.21116124
1227	11.21116123
1228	11.21116123
1229	11.21116123
1230	11.21116123
1231	11.21116123
1232	11.21116123
1233	11.21116123
1234	11.20611887
1235	11.20512838
1236	11.20470063
1237	11.20449758
1238	11.20439721
1239	11.20434807
1240	11.2043235
1241	11.20431126
1242	11.20430521
1243	11.20430219
1244	11.20430069
1245	11.20429995
1246	11.20429959
1247	11.2042994
1248	11.20429931
1249	11.20429926
1250	11.19509231
1251	11.17897458
1252	11.17728306
1253	11.17202457
1254	11.17157571
1255	11.17143782
1256	11.17139482
1257	11.17137567
1258	11.17136648
1259	11.17136467
1260	11.17136377
1261	11.17136332
1262	11.1713631
1263	11.17136261
1264	11.17136094
1265	11.1713601
1266	11.17135968
1267	11.17135951
1268	11.17135943
1269	11.17135939
1270	11.17135937
1271	11.15470208
1272	11.1523197
1273	11.13798314
1274	11.13749536
1275	11.13732005
1276	11.13726173
1277	11.13723586
1278	11.13722293
1279	11.13721646
1280	11.13721323
1281	11.13721172
1282	11.13721097
1283	11.1372106
1284	11.13721043
1285	11.13721036
1286	11.13721032
1287	11.13721031
1288	11.1372103
1289	11.12450857
1290	11.10928238
1291	11.10853427
1292	11.10819731
1293	11.10803789
1294	11.10177187
1295	11.10036519
1296	11.09973411
1297	11.09944614
1298	11.09930723
1299	11.09923909
1300	11.09920567
1301	11.09918904
1302	11.09918073
1303	11.09917657
1304	11.09917449
1305	11.09917345
1306	11.09917293
1307	11.09917267
1308	11.09917254
1309	11.09917248
1310	11.09917244
1311	11.09917243
1312	11.09917243
1313	11.0888657
1314	11.07452414
1315	11.07359025
1316	11.07320179
1317	11.07298335
1318	11.06760258
1319	11.06744121
1320	11.06738449
1321	11.06736923
1322	11.06736286
1323	11.06736093
1324	11.06736036
1325	11.06736023
1326	11.06736018
1327	11.06736015
1328	11.06736014
1329	11.06736013
1330	11.06735624
1331	11.06735468
1332	11.06735424
1333	11.06735405
1334	11.06735395
1335	11.0673539
1336	11.06735388
1337	11.06005642
1338	11.05930891
1339	11.05896234
1340	11.05880029
1341	11.05874045
1342	11.05869617
1343	11.05867546
1344	11.05866593
1345	11.04668665
1346	11.0449373
1347	11.04420572
1348	11.0438412
1349	11.03652612
1350	11.03526784
1351	11.03468545
1352	11.03440587
1353	11.03427225
1354	11.03420626
1355	11.03417326
1356	11.03415676
1357	11.03414851
1358	11.03414439
1359	11.03414232
1360	11.03414129
1361	11.03414078
1362	11.03414052
1363	11.03414039
1364	11.03413234
1365	11.03412618
1366	11.03412491
1367	11.0341244
1368	11.02934284
1369	11.01879168
1370	11.01806042
1371	11.01774817
1372	11.01730065
1373	11.01713024
1374	11.01707653
1375	11.01705803
1376	11.01498577
1377	11.01417919
1378	11.01379658
1379	11.01362105
1380	11.0135372
1381	11.01349557
1382	11.01347483
1383	11.01346459
1384	11.01345947
1385	11.01345691
1386	11.01345563
1387	11.01345499
1388	11.01345467
1389	11.01345451
1390	11.01345443
1391	11.01345439
1392	11.01345437
1393	11.01345437
1394	11.01345437
1395	11.00576273
1396	10.99656582
1397	10.99597215
1398	10.99570376
1399	10.99104462
1400	10.99055611
1401	10.99031249
1402	10.99019074
1403	10.98375968
1404	10.9830373
1405	10.98273389
1406	10.98259757
1407	10.98253154
1408	10.982499
1409	10.98248327
1410	10.98247567
1411	10.98247186
1412	10.98246996
1413	10.98246901
1414	10.98246854
1415	10.9824683
1416	10.98246818
1417	10.98246812
1418	10.98246809
1419	10.98246808
1420	10.96584485
1421	10.95462228
1422	10.9538256
1423	10.95325006
1424	10.9430036
1425	10.94178275
1426	10.94123957
1427	10.94096851
1428	10.93322076
1429	10.9317439
1430	10.93101941
1431	10.93065828
1432	10.93047772
1433	10.93038846
1434	10.93034393
1435	10.9303217
1436	10.93031058
1437	10.93030503
1438	10.93030225
1439	10.93030086
1440	10.93030016
1441	10.93029982
1442	10.93029964
1443	10.93029955
1444	10.93029951
1445	10.91992379
1446	10.91855882
1447	10.91796517
1448	10.9101103
1449	10.90909288
1450	10.90859587
1451	10.90835016
1452	10.9082273
1453	10.90816587
1454	10.90813516
1455	10.9081198
1456	10.90811212
1457	10.90810829
1458	10.90810637
1459	10.90810541
1460	10.90810493
1461	10.90810469
1462	10.90810457
1463	10.90810451
1464	10.90810448
1465	10.90810447
1466	10.90433009
1467	10.90408799
1468	10.90396694
1469	10.90389305
1470	10.89967498
1471	10.89689949
1472	10.89557179
1473	10.894942
1474	10.89463318
1475	10.89447877
1476	10.89440201
1477	10.89436398
1478	10.89434497
1479	10.89433547
1480	10.89433071
1481	10.89432834
1482	10.89432715
1483	10.89432656
1484	10.89432626
1485	10.89432611
1486	10.89432604
1487	10.894326
1488	10.88481502
1489	10.87234202
1490	10.86967238
1491	10.86844551
1492	10.86206711
1493	10.86055406
1494	10.85983814
1495	10.85949563
1496	10.85932991
1497	10.85924735
1498	10.85920642
1499	10.85918604
1500	10.85917585
1501	10.85917075
1502	10.8591682
1503	10.85916693
1504	10.85916629
1505	10.85916597
1506	10.85916581
1507	10.85916573
1508	10.85916536
1509	10.85916493
1510	10.85916472
1511	10.85870653
1512	10.85858434
1513	10.85855009
1514	10.8585443
1515	10.85854275
1516	10.85854205
1517	10.85854205
1518	10.85568579
1519	10.85544064
1520	10.85532115
1521	10.855262
1522	10.85523459
1523	10.855221
1524	10.85521415
1525	10.85521051
1526	10.85520869
1527	10.85520778
1528	10.85520732
1529	10.85520709
1530	10.85520698
1531	10.85520692
1532	10.85520641
1533	10.85520616
1534	10.85520604
1535	10.84393648
1536	10.84293939
1537	10.84247835
1538	10.83702159
1539	10.83643417
1540	10.83614675
1541	10.83600493
1542	10.83593807
1543	10.83590227
1544	10.83588475
1545	10.835876
1546	10.83587162
1547	10.83586943
1548	10.83586624
1549	10.83586193
1550	10.83585977
1551	10.83585869
1552	10.83585816
1553	10.83585789
1554	10.83585776
1555	10.8358577
1556	10.83092181
1557	10.83070745
1558	10.83060168
1559	10.83054924
1560	10.82973143
1561	10.82962457
1562	10.82958397
1563	10.8295757
1564	10.82957392
1565	10.82957313
1566	10.82957273
1567	10.82957253
1568	10.82957243
1569	10.82957238
1570	10.82956897
1571	10.82956896
1572	10.82956895
1573	10.82956895
1574	10.82956895
1575	10.82956894
1576	10.81665383
1577	10.80859305
1578	10.8079352
1579	10.8026536
1580	10.80244763
1581	10.80239485
1582	10.80237632
1583	10.80236964
1584	10.80236629
1585	10.80236462
1586	10.80236378
1587	10.80236337
1588	10.80236316
1589	10.80236305
1590	10.802363
1591	10.80236141
1592	10.80236089
1593	10.80236063
1594	10.8023605
1595	10.80236044
1596	10.8023604
1597	10.80236039
1598	10.80236038
1599	10.80236038
1600	10.80236037
1601	10.802333
1602	10.80232536
1603	10.80232286
1604	10.80232161
1605	10.79712085
1606	10.79697703
1607	10.79439437
1608	10.79436138
1609	10.79435261
1610	10.79434864
1611	10.78941773
1612	10.78901992
1613	10.78478648
1614	10.7845593
1615	10.7844709
1616	10.78444544
1617	10.78443338
1618	10.7844276
1619	10.78442501
1620	10.7844238
1621	10.7844232
1622	10.78442289
1623	10.78442274
1624	10.78442267
1625	10.78442263
1626	10.78442261
1627	10.7844226
1628	10.7844226
1629	10.78442259
1630	10.78442237
1631	10.78442226
1632	10.78442221
1633	10.78440089
1634	10.78439806
1635	10.78439066
1636	10.78438603
1637	10.78136705
1638	10.7804019
1639	10.78000826
1640	10.77982772
1641	10.77974048
1642	10.77969775
1643	10.77967639
1644	10.77966571
1645	10.77966037
1646	10.7796577
1647	10.77965636
1648	10.77965569
1649	10.77965536
1650	10.77965519
1651	10.77965511
1652	10.77965507
1653	10.77965505
1654	10.77965505
1655	10.77278073
1656	10.77210966
1657	10.77107825
1658	10.77094474
1659	10.76638564
1660	10.76548326
1661	10.765071
1662	10.76487331
1663	10.76478245
1664	10.76474068
1665	10.76472071
1666	10.76471073
